filename,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment,note
GBR-08201-00114_01_03_00,GBR,Midlands,Britishvolt,battery,cell_manufacturing,initial,,,announced,['06-2022'],,,,,True,True,False,False,
DEU-00119-00768_01_03_01,DEU,Brandenburg,Tesla,battery,cell_manufacturing,first expansion,['4.5 to 6.0 billion USD'],,actual,,07-2020,,,,True,True,False,False,
DEU-00474-00695_01_00_00,DEU,['Heusweiler'],SVOLT,battery,module_assembly,['initial'],[],,cancelled,11-2020,12-2022,['NA'],10-2024,,True,False,False,False,
ESP-00743-02350_01_02_00,ESP,Mont-Roig del Camp,Lotte,battery,battery_materials,initial,560 billion won,,announced,10-2023,,06-2025,,,True,False,False,False,
DEU-01111-00617_01_03_00,DEU,Thuringia,Porsche,battery,cell_manufacturing,['initial'],,,operational,,,,,,True,True,False,False,
HUN-00249-00702_01_03_00,HUN,['Debrecen'],Samsung,battery,cell_manufacturing,['initial'],['345 million EUR'],,actual,08-2022,,['NA'],,,True,True,False,False,
POL-01249-00440_07_02_02,POL,Wroclaw,LG,vehicle,battery_vehicle_assembly,['second expansion'],,,actual,,,,,,True,True,False,False,
DEU-00244-00024_01_04_00,DEU,Darmstadt,Akasol,battery,module_assembly,initial,['20 million EUR'],,announced,,,,,,True,True,False,False,
POL-00268-00440_01_04_01,POL,Dolnośląskie,LG,battery,module_assembly,['first expansion'],,['35 GWh'],operational,11-2018,,['04-2020'],,,True,False,False,True,
DEU-01111-00120_07_02_01,DEU,Thuringia,CATL,vehicle,battery_vehicle_assembly,first expansion,['1.8 billion EUR'],,operational,['07-2019'],07-2019,12-2022,,1500,True,True,False,False,
AUT-01482-00434_01_04_01,AUT,Rainbach,Kreisel Electric,battery,module_assembly,first expansion,,,actual,09-2022,09-2022,,,,True,False,False,False,
DEU-00546-01424_01_03_01,DEU,['Kaiserslautern'],ACC,battery,cell_manufacturing,['first expansion'],,,actual,,10-2023,['NA'],,2000,True,True,False,False,
PRT-02780-02557_04_01_00,PRT,Lisbon,Endesa,hydrogen,green_hydrogen,initial,€600 million,,announced,05-2022,,,,,True,True,False,False,
ITA-01490-00455_01_05_00,ITA,Sardinia,Li-Cycle,battery,recycling,initial,,"['50,000 to 70,000 tons']",announced,['05-2023'],,,,,True,True,False,,
FRA-00274-01424_07_04_01,FRA,Douvrin,ACC,vehicle,EV_recycling,['first expansion'],['1.6 billion EUR'],,actual,,,['NA'],,,True,True,False,False,
DEU-00755-00282_01_04_00,DEU,Munich,Fox E-Mobility AG,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00119-00768_07_02_00,DEU,Brandenburg,Tesla,vehicle,battery_vehicle_assembly,initial,['4.5 to 6.0 billion USD'],,actual,,07-2020,,,,True,True,False,False,
DEU-01296-00617_01_03_00,DEU,Zuffenhausen,Porsche,battery,cell_manufacturing,['initial'],['250 million EUR'],,announced,,,['NA'],,,True,True,False,False,
AUT-00388-00821_01_03_00,AUT,['Graz'],Varta,battery,cell_manufacturing,['initial'],,,actual,,,['NA'],,,True,True,False,False,
FRA-00279-00654_01_03_00,FRA,['Dunkirk'],Renault Group,battery,cell_manufacturing,['initial'],,['12 GWh'],announced,,,['NA'],,,True,True,False,False,
PRT-01615-00716_01_00_00,PRT,Madeira,Siemens,battery,deployment,initial,,['15.6 MWh'],actual,['11-2021'],11-2021,,,,True,True,False,,
SWE-01026-00582_01_03_00,SWE,Skelleftea,Northvolt,battery,cell_manufacturing,initial,,,actual,['06-2021'],,,,,True,True,False,False,
PRT-06958-07926_01_00_00,PRT,Alqueva hydropower dam,Maetel,battery,contractual,initial,,,operational,,,05-2022,,,True,False,False,False,
GBR-01574-00239_01_03_00,GBR,West Midlands,Eve Energy,battery,cell_manufacturing,initial,['£1 billion'],['20 GWh'],announced,['03-2024'],,,,,True,True,False,False,
DEU-00399-00768_01_04_00,DEU,Grünheide,Tesla,battery,module_assembly,['initial'],['4 billion EUR'],,actual,12-2019,01-2020,['NA'],,3000,True,True,False,False,
DEU-01150-00158_07_02_00,DEU,Tübingen,Customcells,vehicle,battery_vehicle_assembly,['initial'],,['100 MWh per year'],actual,12-2020,,['NA'],,,True,True,False,False,
SWE-01158-00582_01_03_01,SWE,Umeå,Northvolt,battery,cell_manufacturing,['first expansion'],,['16 GWh'],actual,,,['NA'],,,True,True,False,False,
SWE-01532-01264_01_03_00,SWE,Borås,Rise Research Institutes of Sweden,battery,cell_manufacturing,initial,4.85 million EUR,,actual,12-2022,,,,,True,True,False,False,
DEU-00798-00110_01_03_00,DEU,['North Rhine-Westphalia'],Bosch,battery,cell_manufacturing,['initial'],['250 million EUR'],['1 GWh'],announced,02-2019,,['NA'],,,True,True,False,False,
DEU-00438-00097_01_03_00,DEU,Hanover,Bentley,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00620-00024_07_02_01,DEU,Langen,Akasol,vehicle,battery_vehicle_assembly,first expansion,10 million EUR,,actual,04-2020,,,,,True,True,False,False,
ITA-03951-01647_06_00_00,ITA,Foggia,Falck Renewables,solar,deployment,initial,,41.1 MW,announced,05-2021,05-2021,,,,True,False,False,False,
ITA-02711-02013_01_00_00,ITA,Southern Italy,Unknown,battery,deployment,initial,,,announced,['10-2013'],,,,,True,True,False,,
BEL-00138-00061_01_04_00,BEL,Brussels,Audi,battery,module_assembly,['initial'],,,announced,['01-2016'],,['03-2018'],,,True,False,False,False,
ESP-01198-00088_01_03_00,ESP,Vitoria-Gasteiz,Basquevolt,battery,cell_manufacturing,initial,700 million EUR,,actual,06-2022,06-2022,06-2025,,800,True,False,False,False,
DEU-08912-00768_07_01_00,DEU,near Berlin,Tesla,vehicle,EV_component_manufacturing,initial,,['50 GWh'],announced,,,,,,True,True,False,False,
BEL-00138-02082_04_01_00,BEL,Brussels,European Clean Hydrogen Alliance,hydrogen,green_hydrogen,initial,,,announced,['09-2020'],,,,,True,True,False,,
SWE-01027-00832_01_03_01,SWE,Skellefteå,Volkswagen,battery,cell_manufacturing,['first expansion'],,,actual,03-2021,03-2021,['NA'],,,True,True,False,False,
PRT-07081-01587_03_00_00,PRT,Alto Rabagão,EDP,hydroelectric,deployment,initial,,,operational,,,,,,True,False,False,False,
SWE-01026-00582_07_02_01,SWE,Skelleftea,Northvolt,vehicle,battery_vehicle_assembly,first expansion,,,actual,['06-2023'],,,,,True,True,False,False,
BEL-01828-01626_01_00_00,BEL,Kallo,Engie,battery,deployment,initial,,100 MW,announced,04-2023,,,,,True,False,False,False,
DEU-01150-00158_01_03_01,DEU,Tübingen,Customcells,battery,cell_manufacturing,['first expansion'],['€60 million'],['100 MWh'],actual,,,['NA'],,,True,True,False,False,
ITA-00713-07455_01_00_00,ITA,Milan,MBS Consulting - Cerved Group,battery,deployment,initial,,,announced,,,,,,True,True,False,False,
PRT-00998-00582_01_01_00,PRT,Setúbal,Northvolt,battery,materials_refining,initial,['700 million EUR'],"['35,000 tonnes']",cancelled,['12-2021'],,,02-2024,,True,True,False,,
FRA-00113-01424_01_03_00,FRA,Bordeaux,ACC,battery,cell_manufacturing,initial,,,announced,09-2021,,,,,True,True,False,False,
GBR-00928-01346_01_03_00,GBR,Romsey,UK Battery Industrialisation Centre,battery,cell_manufacturing,['initial'],,['10 kWh/week'],actual,11-2020,11-2020,['NA'],,,True,False,False,False,
DEU-00213-00274_07_01_01,DEU,Cologne,Ford,vehicle,EV_component_manufacturing,first expansion,,,actual,02-2021,,,,3300,True,True,False,False,
DEU-00057-00134_01_03_01,DEU,Baden-Württemberg,Centre for Solar Energy and Hydrogen Research Baden-Württemberg,battery,cell_manufacturing,first expansion,12.7 million EUR,,actual,03-2020,03-2020,,,,True,True,False,False,
GBR-01076-02129_01_03_00,GBR,['Sunderland'],AESC Envision,battery,cell_manufacturing,['initial'],['£200 million'],,actual,01-2021,,,,1000,True,True,False,False,
GBR-00225-00239_01_03_00,GBR,Coventry,Eve Energy,battery,cell_manufacturing,initial,['£1.2 billion'],['20 GWh'],announced,['03-2024'],,,,6000,True,False,False,False,
DEU-00213-00274_01_04_01,DEU,Cologne,Ford,battery,module_assembly,first expansion,,,actual,,,,,,True,True,False,False,
GBR-09854-09889_01_03_00,GBR,['Leighton Buzzard'],S&C Electric Europe,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00475-00463_01_04_00,DEU,Hildburghausen,Lion Smart,battery,module_assembly,['initial'],['€7 million'],"['50,000 batteries per year']",operational,06-2023,,['06-2023'],,,True,False,False,False,
BEL-00366-00846_07_02_00,BEL,Ghent,Volvo Group,vehicle,battery_vehicle_assembly,initial,75 million EUR,,operational,05-2019,03-2020,10-2020,,200,True,False,False,False,
FRA-00389-00278_07_02_01,FRA,Greater Paris,Forsee Power,vehicle,battery_vehicle_assembly,['first expansion'],['55 million EUR'],,actual,02-2018,,['NA'],,,True,True,False,False,
DEU-00001-00832_01_03_00,DEU,['Aachen'],Volkswagen,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00546-00073_01_03_00,DEU,Kaiserslautern,BASF,battery,cell_manufacturing,initial,,,announced,05-2019,,,,,True,True,False,False,
ITA-00724-02453_01_03_00,ITA,['Mirafiori'],Stellantis Group,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
GBR-00809-00114_01_03_01,GBR,Northumberland,Britishvolt,battery,cell_manufacturing,first expansion,,,actual,['03-2022'],,,,,True,True,False,False,
NOR-00032-00540_01_03_00,NOR,Arendal,Morrow Batteries,battery,cell_manufacturing,initial,470 million EUR,1 GWh,operational,06-2020,05-2022,08-2024,,,True,False,False,False,
DEU-08054-00970_01_03_00,DEU,['Tubingen'],Cellforce,battery,cell_manufacturing,['initial'],,['100 MWh/year'],announced,07-2021,,['NA'],,,True,True,False,False,
ITA-06883-07486_07_01_00,ITA,Trevi,Sitem Group,vehicle,EV_component_manufacturing,initial,,,operational,,,,,,True,False,False,False,
HUN-00384-00702_01_03_01,HUN,Goed,Samsung,battery,cell_manufacturing,first expansion,['500 billion won'],['10 GWh'],actual,['08-2023'],,,,,True,True,False,False,
DEU-01297-00617_07_02_00,DEU,"Zuffenhausen, Stuttgart",Porsche,vehicle,battery_vehicle_assembly,initial,['500 million euros'],,actual,['09-2018'],,,,1200,True,True,False,False,
ITA-06728-07337_08_00_00,ITA,Marsala,Copenhagen Offshore Partners,wind,deployment,initial,,,announced,06-2023,,,,,True,False,True,False,
FRA-00274-01424_01_03_01,FRA,Douvrin,ACC,battery,cell_manufacturing,['first expansion'],[],['40 GWh'],announced,05-2023,,['05-2023'],,,True,False,False,False,
GBR-00109-00645_01_03_00,GBR,['Blyth'],Recharge Industries,battery,cell_manufacturing,['initial'],,,announced,02-2023,,['NA'],,,True,False,False,False,
DEU-00399-00440_01_03_00,DEU,Grünheide,LG,battery,cell_manufacturing,initial,,,announced,10-2020,,,,,True,True,False,False,
ITA-06827-02081_01_00_00,ITA,Bergamo,Enel,battery,deployment,initial,,,announced,,,,,,True,False,True,False,
ESP-01281-10501_01_03_00,ESP,Zaragoza,Stellantis CATL,battery,cell_manufacturing,initial,4.1 billion EUR,,announced,12-2024,,12-2026,,3000,True,False,False,False,
DEU-00275-01952_01_04_01,DEU,Dresden,Solarwatt,battery,module_assembly,['first expansion'],['€35 million'],,actual,,09-2021,['NA'],,,True,True,False,False,
ITA-05467-05905_06_00_00,ITA,Terzo di Aquileia,Renantis,solar,deployment,initial,,32.6 MW,actual,02-2023,07-2023,,,,True,False,True,False,
DEU-08912-00768_01_04_00,DEU,near Berlin,Tesla,battery,module_assembly,initial,,['50 GWh'],announced,,,,,,True,True,False,False,
ITA-00167-01671_01_00_00,ITA,Catania,General Electric,battery,deployment,initial,,1 MW/2 MWh,operational,09-2015,05-2015,09-2015,,,True,False,False,False,
ESP-00690-00709_01_04_02,ESP,Martorell,Seat,battery,module_assembly,['second expansion'],['300 million EUR'],,announced,07-2023,,,,400,True,True,False,,
HUN-00419-00702_01_02_01,HUN,['Göd'],Samsung,battery,battery_materials,['first expansion'],['740 million EUR'],,actual,02-2021,,['NA'],,,True,True,False,False,
SVK-00120-00391_07_01_00,SVK,['Bratislava'],InoBat Auto,vehicle,EV_component_manufacturing,['initial'],,['10 GWh'],announced,06-2021,,['NA'],,,True,True,False,False,
NOR-01502-00540_01_03_01,NOR,Agder,Morrow Batteries,battery,cell_manufacturing,first expansion,['100 million EUR'],,actual,['06-2020'],05-2022,,,,True,True,False,False,
ROU-00351-00069_07_04_00,ROU,Galați,Avesta Battery and Energy Engineering,vehicle,EV_recycling,initial,,,announced,,,,,,True,True,False,False,
DEU-00399-00768_01_03_00,DEU,['Grünheide'],Tesla,battery,cell_manufacturing,['initial'],['4 billion EUR'],,actual,12-2019,12-2019,['NA'],,3000,True,True,False,False,
GBR-01574-00239_01_04_00,GBR,West Midlands,Eve Energy,battery,module_assembly,initial,['£1 billion'],['20 GWh'],announced,['03-2024'],,,,,True,True,False,False,
DEU-00121-00832_01_04_02,DEU,Braunschweig,Volkswagen,battery,module_assembly,['second expansion'],['€1 billion'],"['800,000 battery systems per year']",actual,07-2022,07-2022,,,,True,False,False,False,
SVK-00120-00391_01_03_00,SVK,['Bratislava'],InoBat Auto,battery,cell_manufacturing,['initial'],,['10 GWh'],announced,06-2021,,['NA'],,,True,True,False,False,
SWE-01026-00582_01_04_00,SWE,Skelleftea,Northvolt,battery,module_assembly,initial,,,actual,['06-2021'],,,,,True,True,False,False,
FRA-03341-00824_01_03_00,FRA,['Rodez'],Verkor,battery,cell_manufacturing,['initial'],['€1.6 billion'],['16 GWh'],cancelled,02-2021,,['NA'],,,True,False,False,False,
ITA-05406-02081_01_00_00,ITA,Basilicata,Enel,battery,deployment,initial,,,announced,,,,,,True,False,False,False,
ESP-07223-02557_08_00_00,ESP,Aldeavieja,Endesa,wind,deployment,initial,34.1 million EUR,,actual,,07-2024,,,,True,False,False,False,
DEU-00854-00505_01_03_00,DEU,Parsdorf,Manz,battery,contractual,['initial'],,,actual,04-2021,04-2021,['NA'],,,True,False,False,False,Manz setting up the production line for BMW
DEU-00282-00100_01_03_00,DEU,Döbeln,Blackstone Resources,battery,cell_manufacturing,['initial'],['200 million EUR'],['0.5 GWh'],cancelled,01-2019,,['10-2020'],06-2023,,True,False,False,False,
ITA-06128-04455_07_02_00,ITA,Mosciano Sant'Angelo,Aehra,vehicle,battery_vehicle_assembly,initial,1.2 billion EUR,"25,000 units per model per year",announced,06-2024,,,,540,True,False,True,False,
PRT-02780-02557_04_04_00,PRT,Lisbon,Endesa,hydrogen,electrolysers,initial,€600 million,500 kW,announced,05-2022,,,,,True,True,False,False,
ESP-00271-00298_01_03_00,ESP,Donostia-San Sebastián,Fundacion Cidetec,battery,cell_manufacturing,initial,['4.85 million EUR'],,actual,['12-2022'],12-2022,,,,True,False,False,False,
POL-00890-00383_01_04_00,POL,Pruszkow,Impact Clean Power Technology,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
ITA-04511-05858_01_04_00,ITA,Sant'Angelo di Piove di Sacco,Pylontech,battery,module_assembly,initial,,,announced,05-2023,,,,,True,True,False,False,
FRA-00274-01424_07_01_01,FRA,Douvrin,ACC,battery,module_assembly,['first expansion'],1.6 billion EUR,,announced,05-2023,,05-2023,,,True,False,False,True,
ROU-00351-00069_01_05_01,ROU,Galați,Avesta Battery and Energy Engineering,battery,recycling,first expansion,200 million EUR,,announced,,,,,,True,True,False,False,
DEU-01163-00521_01_03_00,DEU,Untertuerkheim,Mercedes-Benz,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
HUN-00589-00685_01_03_01,HUN,['Komárom'],SK Group,battery,cell_manufacturing,['first expansion'],['$859 million'],['17.3 GWh'],actual,02-2019,03-2018,['12-2019'],,,True,False,False,False,
ESP-00766-02129_07_02_00,ESP,Navalmoral de la Mata,AESC Envision,vehicle,battery_vehicle_assembly,['initial'],,['50 GWh'],announced,11-2023,,,,,True,True,False,False,
GBR-00063-00279_01_04_00,GBR,Banbury,Fortescue Metals Group,battery,module_assembly,['initial'],,"['13,500 square metres']",actual,06-2023,,['06-2024'],,120,True,False,False,False,
GBR-00225-00988_01_03_00,GBR,Coventry,Coventry Airport,battery,cell_manufacturing,initial,,,announced,02-2021,,,,,True,True,False,False,
DEU-00957-00582_01_03_00,DEU,Salzgitter,Northvolt,battery,cell_manufacturing,['initial'],['1 billion USD'],['16 GWh'],actual,06-2019,06-2019,['NA'],,1000,True,True,False,False,
BEL-00366-09151_08_00_00,BEL,Ghent,Storm,wind,deployment,initial,,4.2 MW,actual,,,,,,True,False,False,False,
PRT-04066-05154_01_00_00,PRT,Evora,GreenYellow,battery,deployment,initial,,,actual,,,,,,True,True,False,False,
FRA-00113-01424_01_04_00,FRA,Bordeaux,ACC,battery,module_assembly,initial,,,announced,09-2021,,,,,True,True,False,False,
DEU-01165-00521_01_04_00,DEU,Untertürkheim_Hedelfingen,Mercedes-Benz,battery,module_assembly,['initial'],,,announced,12-2020,,['NA'],,,True,True,False,False,
DEU-01067-01090_01_03_00,DEU,Stuttgart,Grob,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
SWE-02302-00617_04_01_00,SWE,['Boden'],Porsche,hydrogen,green_hydrogen,['initial'],,,announced,,,['NA'],,,True,True,False,False,
GBR-09854-09889_01_04_00,GBR,Leighton Buzzard,S&C Electric Europe,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00213-00274_01_03_01,DEU,Cologne,Ford,battery,cell_manufacturing,first expansion,,,actual,['04-2019'],,,,,True,True,False,False,
DEU-01311-00970_07_02_00,DEU,near Stuttgart,Cellforce,vehicle,battery_vehicle_assembly,initial,,['100 MWh'],actual,,,,,,True,True,False,False,
ESP-00766-10502_07_04_00,ESP,Navalmoral de la Mata,AESC,vehicle,EV_recycling,['initial'],,,announced,,,['NA'],,,True,True,False,False,
PRT-07224-02557_06_00_00,PRT,"Alto Rabagão, Vila Real",Endesa,solar,deployment,initial,,['42.5 MW'],announced,['04-2022'],,,,,True,True,False,,
GBR-01076-02129_01_04_00,GBR,Sunderland,AESC Envision,battery,module_assembly,['initial'],,,actual,01-2021,,,,1000,True,True,False,False,
FRA-00272-02129_01_03_00,FRA,['Douai'],AESC Envision,battery,cell_manufacturing,['initial'],['€1.3 billion'],['9 GWh'],actual,07-2021,,,,,True,True,False,False,
HUN-00249-00658_01_03_00,HUN,Debrecen,Rimac,battery,cell_manufacturing,initial,,,announced,08-2023,,,,,True,True,False,False,
DEU-00620-00024_07_01_00,DEU,Langen,Akasol,vehicle,EV_component_manufacturing,initial,10 million EUR,,actual,05-2017,05-2017,,,,True,True,False,False,
DEU-01150-08707_06_00_00,DEU,Tübingen,Eberhard Karls University of Tübingen,solar,deployment,initial,,,announced,,,,,,True,True,False,False,
SWE-00386-00846_01_03_01,SWE,Gothenburg,Volvo Group,battery,cell_manufacturing,['first expansion'],['30 billion SEK'],,actual,02-2022,,['NA'],,,True,True,False,False,
SWE-00461-00006_01_03_00,SWE,Helsingborg,ABB,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
CZE-00235-00367_07_02_00,CZE,Czech plant,Hyundai,vehicle,battery_vehicle_assembly,['initial'],,,actual,01-2020,,['NA'],,,True,True,False,False,
DEU-00451-00521_07_02_01,DEU,Hedelfingen,Mercedes-Benz,vehicle,battery_vehicle_assembly,['first expansion'],,,operational,,06-2019,['03-2021'],,,True,True,False,False,
SWE-09512-00582_08_00_00,SWE,Hisingen,Northvolt,wind,deployment,['initial'],,,announced,,,['NA'],,,True,True,False,False,
GBR-08202-00114_01_03_00,GBR,North-east England,Britishvolt,battery,cell_manufacturing,initial,,,announced,['04-2022'],,,,,True,True,False,False,
BEL-00830-00063_01_00_00,BEL,Olen,Aurubis,battery,recycling,initial,€70 million,,announced,02-2022,,,,,True,False,False,False,
DEU-01150-00158_07_01_01,DEU,Tübingen,Customcells,vehicle,EV_component_manufacturing,['first expansion'],,['100 MWh per year'],actual,,10-2022,['NA'],,,True,True,False,False,
ESP-00319-00602_01_04_00,ESP,Figueruelas,PSA Group,battery,module_assembly,['initial'],250 million EUR,,announced,11-2019,,['NA'],,,True,False,False,False,
POL-00268-00440_07_02_04,POL,Dolnośląskie,LG,vehicle,battery_vehicle_assembly,['fourth expansion'],,,actual,,,['NA'],,,True,True,False,False,
DEU-00454-00582_01_05_01,DEU,Heide,Northvolt,battery,recycling,['first expansion'],,,actual,05-2022,03-2024,['NA'],,,True,True,False,False,
DEU-00213-00274_07_02_00,DEU,Cologne,Ford,vehicle,battery_vehicle_assembly,initial,,,operational,04-2019,02-2021,06-2024,,3300,True,False,False,True,
DEU-00094-00098_01_04_00,DEU,Berlin,Betteries AMPS GmbH,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
FRA-01587-00824_01_03_00,FRA,South of France,Verkor,battery,cell_manufacturing,initial,['1.6 billion euros'],['16 GWh'],announced,['07-2020'],,,,,True,True,False,False,
ESP-01198-00088_07_01_00,ESP,Vitoria-Gasteiz,Basquevolt,vehicle,EV_component_manufacturing,initial,,,announced,,,,,,True,True,False,False,
DEU-08912-00768_01_03_00,DEU,near Berlin,Tesla,battery,cell_manufacturing,initial,,['50 GWh'],announced,,,,,,True,True,False,False,
FRA-00389-00278_01_04_00,FRA,Greater Paris,Forsee Power,battery,module_assembly,['initial'],,,actual,,,['NA'],,,True,True,False,False,
SWE-00683-00846_01_03_00,SWE,Mariestad,Volvo Group,battery,cell_manufacturing,['initial'],,,announced,03-2022,,['NA'],,,True,False,False,False,
BEL-00366-00846_01_04_01,BEL,Ghent,Volvo Group,battery,module_assembly,first expansion,['75 million EUR'],,actual,['10-2021'],,06-2025,,,True,True,False,False,
HUN-07910-02598_01_00_00,HUN,Békéscsaba,AEG,battery,deployment,initial,,,actual,08-2020,08-2020,12-2020,,,True,False,False,False,
HUN-00523-00685_01_03_01,HUN,['Iváncsa'],SK Group,battery,cell_manufacturing,['first expansion'],['€1.623 billion'],['30 GWh'],actual,01-2021,08-2021,['NA'],,1900,True,True,False,False,
SWE-02000-00582_01_05_00,SWE,Northvolt Ett gigafactory,Northvolt,battery,recycling,['initial'],,,actual,,,['NA'],,,True,True,False,False,
ITA-03951-01647_01_00_00,ITA,Foggia,Falck Renewables,battery,deployment,initial,,,actual,05-2021,05-2021,,,,True,False,True,False,
AUT-00388-00821_07_01_00,AUT,['Graz'],Varta,vehicle,EV_component_manufacturing,['initial'],,,actual,,,['NA'],,,True,True,False,False,
DEU-09514-00582_07_99_00,DEU,Norderwoehrden,Northvolt,vehicle,,['initial'],['700 million EUR'],,announced,01-2024,,['NA'],,,True,True,False,False,
DEU-09374-00521_01_03_00,DEU,['Koelleda'],Mercedes-Benz,battery,cell_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
FRA-00274-00625_01_03_00,FRA,Douvrin,ProLogium,battery,cell_manufacturing,['initial'],,,announced,07-2023,,['NA'],,,True,True,False,False,
BEL-00138-00799_01_01_00,BEL,Brussels,Umicore,battery,materials_refining,initial,€3 billion,,actual,09-2022,,,,,True,True,False,False,
HUN-00249-08554_01_03_00,HUN,Debrecen,Contemporary Amperex Technology Co. Ltd.,battery,cell_manufacturing,initial,['€7.34 billion'],,announced,['12-2022'],,,,,True,True,False,False,
LVA-00922-00042_07_02_00,LVA,Riga,Anodox Energy Systems,vehicle,battery_vehicle_assembly,initial,50 million EUR,,announced,03-2022,,,,300,True,True,False,False,
GBR-01076-10502_01_04_01,GBR,Sunderland,AESC,battery,module_assembly,['first expansion'],,,actual,07-2021,,['NA'],,,True,True,False,False,
GBR-00225-00640_01_04_00,GBR,Coventry,REE Automotive,battery,module_assembly,['initial'],,,announced,,,['NA'],,,True,True,False,False,
ROU-00351-00069_01_03_00,ROU,Galați,Avesta Battery and Energy Engineering,battery,cell_manufacturing,initial,['1.4 billion euros'],['22 GWh'],announced,['06-2023'],,06-2026,,8000,True,False,False,False,
HUN-00249-00702_07_01_00,HUN,['Debrecen'],Samsung,vehicle,contractual,['initial'],,,announced,,,['NA'],,,True,False,False,False,
PRT-07081-02776_06_00_00,PRT,Alto Rabagão,Ciel & Terre,solar,deployment,initial,,,announced,,,,,,True,True,False,False,
FRA-00272-07536_01_03_00,FRA,['Douai'],AESC-Envision,battery,cell_manufacturing,['initial'],,,actual,,,['NA'],,,True,True,False,False,
DEU-00942-00695_01_03_00,DEU,Saarland,SVOLT,battery,cell_manufacturing,['initial'],[],['24 GWh'],cancelled,11-2020,,['NA'],04-2023,,True,False,False,False,
GBR-08201-00114_07_01_00,GBR,['Midlands'],Britishvolt,vehicle,EV_component_manufacturing,['initial'],,,announced,,,,,,True,True,False,False,
DEU-00119-00768_07_01_01,DEU,Brandenburg,Tesla,vehicle,EV_component_manufacturing,first expansion,['4.5 to 6.0 billion USD'],,actual,,07-2020,,,,True,True,False,False,
DEU-00957-00832_01_03_00,DEU,Salzgitter,Volkswagen,battery,cell_manufacturing,['initial'],['2 billion EUR'],['16 GWh'],actual,06-2019,07-2022,['12-2025'],,2500,True,False,False,False,
PRT-01784-01587_01_00_00,PRT,Alqueva,EDP,battery,deployment,initial,,,actual,07-2022,,,,,True,True,False,False,
BEL-00181-00728_01_04_00,BEL,Charleroi,Sonaca,battery,module_assembly,initial,,,announced,['02-2023'],,12-2025,,,True,False,False,False,
DEU-00659-00529_01_04_00,DEU,Ludwigsfelde,Microvast,battery,module_assembly,['initial'],['43 million EUR'],['1.5 GWh'],actual,11-2019,11-2019,['03-2021'],,100,True,False,False,False,
POL-00379-00391_01_03_00,POL,['GigafactoryX'],InoBat Auto,battery,contractual,['initial'],,[],announced,07-2022,,['NA'],,,True,False,False,False,
DEU-00546-00602_01_03_00,DEU,Kaiserslautern,PSA Group,battery,cell_manufacturing,initial,['five to six billion euros'],['24 GWh'],announced,['05-2019'],,,,2000,True,True,False,False,
BEL-01622-01420_01_00_00,BEL,Antwerp,TotalEnergies,battery,deployment,initial,,75 MWh,actual,05-2023,05-2023,12-2024,,,True,False,False,False,
DEU-01164-00521_01_04_01,DEU,Untertürkheim,Mercedes-Benz,battery,module_assembly,['first expansion'],,,actual,07-2018,04-2019,['NA'],,250,True,True,False,False,
DEU-00298-00821_07_01_00,DEU,['Ellwangen'],Varta,vehicle,EV_component_manufacturing,['initial'],,,announced,,,['NA'],,,True,True,False,False,
DEU-00244-00024_07_02_01,DEU,Darmstadt,Akasol,vehicle,battery_vehicle_assembly,first expansion,['100 million EUR'],,actual,,,,,,True,True,False,False,
POL-01249-00440_01_04_03,POL,Wroclaw,LG,battery,module_assembly,['third expansion'],,,actual,,,['NA'],,,True,True,False,False,
FRA-00770-01424_01_04_01,FRA,Nersac,ACC,battery,module_assembly,first expansion,,,actual,09-2021,,,,,True,True,False,False,
HUN-00419-00702_01_03_00,HUN,Göd,Samsung,battery,cell_manufacturing,['initial'],['358 million USD'],['4 GWh'],operational,03-2016,08-2016,['05-2017'],,['600'],True,False,False,True,"600 jobs - https://dailynewshungary.com/inauguration-samsung-sdis-electric-car-battery-plant-hungary/. 50,000 batteries, assuming 60 kWh = 4 GWh."
DEU-00798-00832_01_03_00,DEU,['North Rhine-Westphalia'],Volkswagen,battery,cell_manufacturing,['initial'],['250 million EUR'],['1 GWh'],announced,04-2019,,['NA'],,,True,True,False,False,
ESP-00690-00832_01_04_01,ESP,Martorell,Volkswagen,battery,module_assembly,['first expansion'],,"['1,400 battery systems per day']",actual,10-2024,,,,,True,True,False,,
