filename,capacity,checked,company,component,country,dt_actual,dt_announce,dt_cancel,dt_operational,finetune,investment_value,jobs,location,phase,reject-phase,share-investment,status,tech
ITA-04511-05858_01_04_00,,True,Pylontech,module_assembly,ITA,,05-2023,,,False,,,Sant'Angelo di Piove di Sacco,initial,True,False,announced,battery
ROU-00351-00069_01_05_01,,True,Avesta Battery and Energy Engineering,recycling,ROU,,,,,False,200 million EUR,,Galați,first expansion,True,False,announced,battery
HUN-00589-00685_01_03_01,['17.3 GWh'],True,SK Group,cell_manufacturing,HUN,03-2018,02-2019,,['12-2019'],False,['$859 million'],,['Komárom'],['first expansion'],False,False,actual,battery
GBR-00225-00988_01_03_00,,True,Coventry Airport,cell_manufacturing,GBR,,02-2021,,,False,,,Coventry,initial,True,False,announced,battery
BEL-00366-09151_08_00_00,4.2 MW,True,Storm,deployment,BEL,,,,,False,,,Ghent,initial,False,False,actual,wind
PRT-04066-05154_01_00_00,,True,GreenYellow,deployment,PRT,,,,,False,,,Evora,initial,True,False,actual,battery
FRA-00113-01424_01_04_00,,True,ACC,module_assembly,FRA,,09-2021,,,False,,,Bordeaux,initial,True,False,announced,battery
SWE-02302-00617_04_01_00,,True,Porsche,green_hydrogen,SWE,,,,['NA'],False,,,['Boden'],['initial'],True,False,announced,hydrogen
DEU-00213-00274_01_03_01,,True,Ford,cell_manufacturing,DEU,,04-2019,,,False,,,Cologne,first expansion,False,False,actual,battery
DEU-01311-00970_07_02_00,['100 MWh'],True,Cellforce,battery_vehicle_assembly,DEU,,,,,False,,,near Stuttgart,initial,True,False,actual,vehicle
PRT-07224-02557_06_00_00,['42.5 MW'],True,Endesa,deployment,PRT,,['04-2022'],,,False,,,"Alto Rabagão, Vila Real",initial,True,,announced,solar
FRA-00272-02129_01_03_00,['9 GWh'],True,AESC Envision,cell_manufacturing,FRA,,07-2021,,,False,['€1.3 billion'],,['Douai'],['initial'],True,False,actual,battery
HUN-00249-00658_01_03_00,,True,Rimac,cell_manufacturing,HUN,,08-2023,,,False,,,Debrecen,initial,True,False,announced,battery
DEU-00620-00024_07_01_00,,True,Akasol,EV_component_manufacturing,DEU,05-2017,05-2017,,,False,10 million EUR,,Langen,initial,True,False,actual,vehicle
DEU-01150-08707_06_00_00,,True,Eberhard Karls University of Tübingen,deployment,DEU,,,,,False,,,Tübingen,initial,True,False,announced,solar
GBR-08202-00114_01_03_00,,True,Britishvolt,cell_manufacturing,GBR,,['04-2022'],,,False,,,North-east England,initial,True,False,announced,battery
BEL-00830-00063_01_00_00,,True,Aurubis,recycling,BEL,,02-2022,,,False,€70 million,,Olen,initial,False,False,announced,battery
DEU-00213-00274_07_02_00,,True,Ford,battery_vehicle_assembly,DEU,02-2021,04-2019,,06-2024,False,,3300,Cologne,initial,False,True,operational,vehicle
FRA-01587-00824_01_03_00,['16 GWh'],True,Verkor,cell_manufacturing,FRA,,['07-2020'],,,False,['1.6 billion euros'],,South of France,initial,True,False,announced,battery
ESP-01198-00088_07_01_00,,True,Basquevolt,EV_component_manufacturing,ESP,,,,,False,,,Vitoria-Gasteiz,initial,True,False,announced,vehicle
DEU-08912-00768_01_03_00,['50 GWh'],True,Tesla,cell_manufacturing,DEU,,,,,False,,,near Berlin,initial,True,False,announced,battery
BEL-00366-00846_01_04_01,,True,Volvo Group,module_assembly,BEL,,10-2021,,05-2022,False,75 million EUR,,Ghent,first expansion,False,False,actual,battery
HUN-07910-02598_01_00_00,,True,AEG,deployment,HUN,08-2020,08-2020,,12-2020,False,,,Békéscsaba,initial,False,False,actual,battery
HUN-00523-00685_01_03_01,['30 GWh'],True,SK Group,cell_manufacturing,HUN,08-2021,01-2021,,['NA'],False,['€1.623 billion'],1900,['Iváncsa'],['first expansion'],True,False,actual,battery
ITA-03951-01647_01_00_00,,True,Falck Renewables,deployment,ITA,05-2021,05-2021,,,True,,,Foggia,initial,False,False,actual,battery
AUT-00388-00821_07_01_00,,True,Varta,EV_component_manufacturing,AUT,,,,['NA'],False,,,['Graz'],['initial'],True,False,actual,vehicle
BEL-00138-00799_01_01_00,,True,Umicore,materials_refining,BEL,,09-2022,,,False,€3 billion,,Brussels,initial,True,False,actual,battery
HUN-00249-08554_01_03_00,,True,Contemporary Amperex Technology Co. Ltd.,cell_manufacturing,HUN,,['12-2022'],,,False,['€7.34 billion'],,Debrecen,initial,True,False,announced,battery
LVA-00922-00042_07_02_00,,True,Anodox Energy Systems,battery_vehicle_assembly,LVA,,03-2022,,,False,50 million EUR,300,Riga,initial,True,False,announced,vehicle
ROU-00351-00069_01_03_00,,True,Avesta Battery and Energy Engineering,cell_manufacturing,ROU,,06-2023,,06-2026,False,1.4 billion euros,8000,Galați,initial,False,False,announced,battery
HUN-00249-00702_07_01_00,,True,Samsung,contractual,HUN,,,,['NA'],False,,,['Debrecen'],['initial'],False,False,announced,vehicle
PRT-07081-02776_06_00_00,,True,Ciel & Terre,deployment,PRT,,,,,False,,,Alto Rabagão,initial,True,False,announced,solar
FRA-00272-07536_01_03_00,,True,AESC-Envision,cell_manufacturing,FRA,,,,['NA'],False,,,['Douai'],['initial'],True,False,actual,battery
DEU-00942-00695_01_03_00,,True,SVOLT,cell_manufacturing,DEU,,11-2020,04-2023,,False,€2 billion,,Saarland,initial,False,False,cancelled,battery
GBR-08201-00114_07_01_00,,True,Britishvolt,EV_component_manufacturing,GBR,,,,,False,,,['Midlands'],['initial'],True,False,announced,vehicle
DEU-00119-00768_07_01_01,,True,Tesla,EV_component_manufacturing,DEU,07-2020,,,,False,['4.5 to 6.0 billion USD'],,Brandenburg,first expansion,True,False,actual,vehicle
PRT-01784-01587_01_00_00,,True,EDP,deployment,PRT,,07-2022,,,False,,,Alqueva,initial,True,False,actual,battery
BEL-00181-00728_01_04_00,,True,Sonaca,module_assembly,BEL,,,,,True,,,Charleroi,initial,False,False,announced,battery
POL-00379-00391_01_03_00,[],True,InoBat Auto,contractual,POL,,07-2022,,['NA'],False,,,['GigafactoryX'],['initial'],False,False,announced,battery
DEU-00546-00602_01_03_00,['24 GWh'],True,PSA Group,cell_manufacturing,DEU,,['05-2019'],,,False,['five to six billion euros'],2000,Kaiserslautern,initial,True,False,announced,battery
BEL-01622-01420_01_00_00,75 MWh,True,TotalEnergies,deployment,BEL,05-2023,05-2023,,12-2024,False,,,Antwerp,initial,False,False,actual,battery
DEU-00298-00821_07_01_00,,True,Varta,EV_component_manufacturing,DEU,,,,['NA'],False,,,['Ellwangen'],['initial'],True,False,announced,vehicle
DEU-00244-00024_07_02_01,,True,Akasol,battery_vehicle_assembly,DEU,,,,,False,['100 million EUR'],,Darmstadt,first expansion,True,False,actual,vehicle
FRA-00770-01424_01_04_01,,True,ACC,module_assembly,FRA,,09-2021,,,False,,,Nersac,first expansion,True,False,actual,battery
DEU-00798-00832_01_03_00,['1 GWh'],True,Volkswagen,cell_manufacturing,DEU,,04-2019,,['NA'],False,['250 million EUR'],,['North Rhine-Westphalia'],['initial'],True,False,announced,battery
DEU-00829-00805_01_03_00,,True,University of Oldenburg,cell_manufacturing,DEU,,,,['NA'],False,,,['Oldenburg'],['initial'],True,False,announced,battery
FRA-01586-00824_07_02_00,,True,Verkor,battery_vehicle_assembly,FRA,,,,,False,,,Near Dunkerque,initial,True,False,actual,vehicle
DEU-00755-00702_07_01_00,,True,Samsung,EV_component_manufacturing,DEU,,,,,False,,,Munich,initial,True,False,announced,vehicle
DEU-01111-00120_01_04_00,,True,CATL,module_assembly,DEU,07-2019,['07-2019'],,,False,['1.8 billion EUR'],1500,Thuringia,initial,True,False,actual,battery
GBR-00109-00114_01_03_00,,True,Britishvolt,cell_manufacturing,GBR,06-2021,12-2020,01-2023,['NA'],False,['£2.6 billion'],3000,['Blyth'],['initial'],False,False,cancelled,battery
DEU-00094-00120_01_04_00,,True,CATL,module_assembly,DEU,,05-2018,,,False,,,Berlin,initial,True,False,announced,battery
NLD-00018-01154_01_00_00,,True,Kryha,deployment,NLD,,,,,False,,,Amsterdam,initial,True,False,announced,battery
DEU-00244-00024_01_03_00,['1 GWh'],True,Akasol,cell_manufacturing,DEU,,,,,False,['100 million EUR'],,Darmstadt,initial,True,False,actual,battery
HUN-00419-00702_07_02_01,,True,Samsung,battery_vehicle_assembly,HUN,02-2021,02-2021,,['NA'],False,['740 million EUR'],,['Göd'],['first expansion'],True,False,actual,vehicle
DEU-00265-00076_01_03_02,,True,BMW,cell_manufacturing,DEU,,,,['NA'],False,,,['Dingolfing'],['second expansion'],True,False,actual,battery
ESP-00947-00832_07_01_00,40 GWh,True,Volkswagen,EV_component_manufacturing,ESP,02-2022,02-2022,,,False,3.5 billion EUR,3500,Sagunt,initial,True,False,actual,vehicle
ITA-00167-01118_06_00_00,242.78 MWp,True,Iberdrola,deployment,ITA,,01-2024,,01-2025,False,,,Catania,initial,False,False,operational,solar
FRA-00279-00824_01_03_00,['16 GWh'],True,Verkor,cell_manufacturing,FRA,11-2023,03-2022,,['06-2025'],False,['€2 billion'],1200,['Dunkirk'],['initial'],False,False,actual,battery
DEU-00546-00596_01_03_00,['24 GWh'],True,Opel,cell_manufacturing,DEU,,['05-2019'],,,False,['5-6 billion EUR'],2000,Kaiserslautern,initial,True,False,actual,battery
DEU-00253-00841_01_03_00,,True,Voltabox,cell_manufacturing,DEU,,,,['NA'],False,,,['Delbrück'],['initial'],True,False,announced,battery
BEL-00138-02082_04_04_00,,True,European Clean Hydrogen Alliance,electrolysers,BEL,,['09-2020'],,,False,['€24-42 billion'],,Brussels,initial,True,,announced,hydrogen
DEU-00037-08554_01_03_00,['14 GWh'],True,Contemporary Amperex Technology Co. Ltd.,cell_manufacturing,DEU,01-2019,,,,False,['€1.8 billion'],,Arnstadt,initial,True,False,actual,battery
DEU-00558-01143_01_03_01,,True,Karlsruhe Institute of Technology,cell_manufacturing,DEU,,,,,False,,,Karlsruhe,first expansion,True,False,operational,battery
DEU-00454-07323_01_03_00,,True,Northvolt Germany,cell_manufacturing,DEU,,,,,False,,,Heide,initial,True,False,announced,battery
GBR-00225-00988_01_05_00,,True,Coventry Airport,recycling,GBR,,02-2021,,,False,,,Coventry,initial,True,False,announced,battery
BEL-00138-00799_01_01_01,,True,Umicore,materials_refining,BEL,,09-2022,,,False,€3 billion,,Brussels,first expansion,True,False,actual,battery
DEU-01585-00821_01_03_00,,True,Varta,cell_manufacturing,DEU,06-2020,['06-2020'],,,False,,1000,Nordlingen,initial,True,False,actual,battery
DEU-00341-00261_01_03_00,,True,Farasis Energy,cell_manufacturing,DEU,,,,,False,,,Frickenhausen,initial,True,False,announced,battery
GBR-00225-01010_01_00_00,100 MWh,True,EDF,deployment,GBR,,,,12-2023,False,,,Coventry,initial,False,False,operational,battery
SWE-01338-00582_01_03_00,,True,Northvolt,cell_manufacturing,SWE,,['10-2017'],,,False,['€4 billion'],,Nordic region,initial,True,False,announced,battery
GBR-01037-00759_07_01_00,['40 GWh'],True,Tata Group,EV_component_manufacturing,GBR,,['07-2023'],,,False,['£4 billion'],4000,Somerset,initial,True,False,announced,vehicle
DEU-00364-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,,['06-2018'],,,False,,,German-French border,initial,True,False,announced,vehicle
ROU-00351-00069_01_03_01,,True,Avesta Battery and Energy Engineering,cell_manufacturing,ROU,,06-2023,,,False,,,Galați,first expansion,True,False,announced,battery
DEU-00001-00740_01_03_00,,True,StreetScooter,cell_manufacturing,DEU,,05-2019,,['NA'],False,,,['Aachen'],['initial'],True,False,announced,battery
DEU-00804-00582_01_03_00,,True,Northvolt,cell_manufacturing,DEU,,['06-2022'],,,False,,,Northern Germany,initial,True,False,announced,battery
ROU-00351-07310_01_03_00,,True,ABEE,cell_manufacturing,ROU,,,,,False,,,Galați,initial,True,False,actual,battery
FRA-00272-10502_01_03_00,['9 GWh'],True,AESC,cell_manufacturing,FRA,,,,['NA'],False,,,['Douai'],['initial'],True,False,actual,battery
DEU-00094-00391_07_01_00,['20 GWh'],True,InoBat Auto,EV_component_manufacturing,DEU,,,,['NA'],False,,,['Berlin'],['initial'],True,False,announced,vehicle
DEU-00119-00768_07_01_00,,True,Tesla,EV_component_manufacturing,DEU,07-2020,,,,False,['4.5 to 6.0 billion USD'],,Brandenburg,initial,True,False,actual,vehicle
DEU-00942-00695_01_03_01,,True,SVOLT,cell_manufacturing,DEU,,11-2020,04-2023,,False,,,Saarland,first expansion,True,False,cancelled,battery
DEU-02604-00120_07_01_00,['14 GWh'],True,CATL,EV_component_manufacturing,DEU,,['10-2018'],,,False,['€240 million'],600,Thüringen,initial,True,False,announced,vehicle
LVA-00922-00042_01_03_00,,True,Anodox Energy Systems,cell_manufacturing,LVA,,03-2022,,12-2025,False,50 million EUR,300,Riga,initial,False,False,announced,battery
ROU-00351-00069_07_02_00,,True,Avesta Battery and Energy Engineering,battery_vehicle_assembly,ROU,,06-2023,,,False,1.4 billion euros,8000,Galați,initial,True,False,announced,vehicle
DEU-00546-00602_01_03_01,,True,PSA Group,cell_manufacturing,DEU,,,,,False,,2000,Kaiserslautern,first expansion,True,False,announced,battery
BEL-01622-01420_01_00_01,,True,TotalEnergies,deployment,BEL,,05-2023,,,False,,,Antwerp,first expansion,True,False,announced,battery
DEU-00244-00024_07_02_00,,True,Akasol,battery_vehicle_assembly,DEU,,,,,False,['20 million EUR'],,Darmstadt,initial,True,False,actual,vehicle
ESP-01830-06130_07_01_00,,True,Sumitomo Electric Bordnetze,EV_component_manufacturing,ESP,06-2024,06-2024,,,False,,350,Cuenca,initial,False,False,actual,vehicle
FRA-00770-01424_01_04_00,,True,ACC,module_assembly,FRA,,,,,False,,,Nersac,initial,True,False,actual,battery
DEU-00798-00080_01_03_00,['1 GWh'],True,BMZ,cell_manufacturing,DEU,,01-2019,,['NA'],False,,,['North Rhine-Westphalia'],['initial'],True,False,announced,battery
DEU-01111-00120_01_04_01,,True,CATL,module_assembly,DEU,07-2019,['07-2019'],,12-2022,False,['1.8 billion EUR'],1500,Thuringia,first expansion,True,False,operational,battery
LTU-03212-08160_06_04_00,50 MW,True,Via Solis,modules,LTU,10-2014,10-2014,,10-2014,False,€37 million,,Vilnius,initial,False,False,operational,solar
GBR-00109-00114_01_03_01,,True,Britishvolt,cell_manufacturing,GBR,07-2021,01-2022,,['NA'],False,,,['Blyth'],['first expansion'],True,False,actual,battery
HUN-00249-00521_01_03_00,,True,Mercedes-Benz,cell_manufacturing,HUN,,,,,False,,,Debrecen,initial,True,False,announced,battery
GBR-00809-00645_01_03_00,,True,Recharge Industries,cell_manufacturing,GBR,,02-2023,,['NA'],False,['£4 billion'],,['Northumberland'],['initial'],True,False,announced,battery
DEU-00244-00024_01_03_01,,True,Akasol,cell_manufacturing,DEU,,,,,False,['20 million EUR'],,Darmstadt,first expansion,True,False,actual,battery
AUT-00388-01320_01_02_00,,True,TU Graz University,battery_materials,AUT,,['10-2020'],,,False,,,Graz,initial,True,,announced,battery
HUN-00419-00702_07_02_00,['30 GWh'],True,Samsung,battery_vehicle_assembly,HUN,,,,['NA'],False,,,['Göd'],['initial'],True,False,actual,vehicle
GBR-01037-00759_01_04_00,,True,Tata Group,module_assembly,GBR,,['07-2023'],,,False,['£4 billion'],4000,Somerset,initial,True,False,announced,battery
ESP-00947-00832_07_01_01,,True,Volkswagen,EV_component_manufacturing,ESP,03-2023,,,,False,10 billion EUR,,Sagunt,first expansion,True,False,actual,vehicle
DEU-00265-00076_01_03_03,,True,BMW,cell_manufacturing,DEU,,,,['NA'],False,,,['Dingolfing'],['third expansion'],True,False,actual,battery
BEL-01210-00771_01_04_00,,True,Thunder Power,module_assembly,BEL,,10-2018,,,False,,,Walloon,initial,True,False,announced,battery
FRA-00279-00824_01_03_01,['50 GWh'],True,Verkor,cell_manufacturing,FRA,,03-2022,,['12-2030'],False,,,['Dunkirk'],['first expansion'],False,False,announced,battery
POL-00268-00440_01_03_00,,True,LG,cell_manufacturing,POL,01-2019,01-2019,,,False,,700,Dolnośląskie,initial,True,False,actual,battery
AUT-00388-00061_01_99_00,,True,Audi,,AUT,,,,,False,,,Graz,initial,True,,actual,battery
DEU-00546-00596_01_03_01,,True,Opel,cell_manufacturing,DEU,01-2023,['05-2019'],,,False,,2000,Kaiserslautern,first expansion,True,False,actual,battery
CZE-08641-08791_03_00_00,,True,Energy 21,deployment,CZE,,['05-2010'],,,False,,,Central and Eastern Europe,initial,True,False,actual,hydroelectric
ESP-03486-02557_06_00_00,,True,Endesa,deployment,ESP,09-2020,['09-2020'],,,False,,,southern Spain,initial,True,,actual,solar
DEU-02408-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,,,,,False,,,Berlin-Brandenburg,initial,True,False,announced,vehicle
DEU-00558-01143_01_03_00,,True,Karlsruhe Institute of Technology,cell_manufacturing,DEU,,,,,False,,,Karlsruhe,initial,True,False,actual,battery
NOR-01502-00540_01_03_00,,True,Morrow Batteries,cell_manufacturing,NOR,,,,,False,,,Agder,initial,True,False,announced,battery
DEU-00399-00768_01_03_01,,True,Tesla,cell_manufacturing,DEU,,12-2019,,['NA'],False,['4 billion EUR'],,['Grünheide'],['first expansion'],True,False,actual,battery
ESP-00766-02129_01_03_00,,True,AESC Envision,cell_manufacturing,ESP,,,,12-2025,False,,,Navalmoral de la Mata,initial,False,False,announced,battery
SWE-01026-00582_01_04_01,,True,Northvolt,module_assembly,SWE,,['06-2023'],,,False,,,Skelleftea,first expansion,True,False,actual,battery
ESP-01932-01118_01_04_00,,True,Iberdrola,module_assembly,ESP,,,,,False,,,Almaraz,initial,True,False,announced,battery
ITA-02755-02908_06_00_00,8.84 kWp,True,FuturaSun,deployment,ITA,06-2021,06-2021,,06-2021,False,,,Cuneo,initial,False,False,operational,solar
GBR-00225-00076_01_03_00,,True,BMW,cell_manufacturing,GBR,,02-2021,,['NA'],False,,,['Coventry'],['initial'],True,False,announced,battery
GBR-00225-00114_01_03_00,,True,Britishvolt,cell_manufacturing,GBR,,,,['NA'],False,,,['Coventry'],['initial'],True,False,announced,battery
AUT-08648-08805_01_00_00,,True,Enerox Holdings Limited,deployment,AUT,,11-2020,,,False,,,Vametco Alloys mine,initial,True,False,announced,battery
ROU-00351-00069_01_05_00,,True,Avesta Battery and Energy Engineering,recycling,ROU,,06-2023,,,False,,,Galați,initial,False,False,announced,battery
HUN-00589-00685_01_03_00,['7.5 GWh'],True,SK Group,cell_manufacturing,HUN,03-2018,11-2017,,['01-2021'],False,['734 million USD'],,['Komárom'],['initial'],False,False,operational,battery
GBR-00809-00114_07_01_00,,True,Britishvolt,EV_component_manufacturing,GBR,,['03-2022'],,,False,,3000,Northumberland,initial,True,False,actual,vehicle
ESP-00963-00388_01_01_00,"10,000 tonnes",True,Infinity Lithium,materials_refining,ESP,,,,,False,five to six billion euros,,San Jose,initial,False,False,delayed,battery
PRT-06958-01587_01_00_00,,True,EDP,deployment,PRT,,,,05-2022,False,,,Alqueva hydropower dam,initial,False,False,operational,battery
BEL-01622-05820_04_00_00,,True,Port of Antwerp,deployment,BEL,,11-2021,,,False,,,Antwerp,initial,True,False,announced,hydrogen
DEU-00305-00284_01_03_00,,True,Fraunhofer,cell_manufacturing,DEU,07-2020,07-2020,,['NA'],False,,,['Erfurt'],['initial'],True,False,actual,battery
DEU-00213-00274_01_03_00,1 GWh,True,Ford,cell_manufacturing,DEU,,04-2019,,,False,,,Cologne,initial,False,False,announced,battery
DEU-00418-00158_07_01_00,100 MWh,True,Customcells,EV_component_manufacturing,DEU,,09-2021,,,False,,,Gärtringen,initial,True,False,announced,vehicle
DEU-00456-00158_07_01_00,100 MWh,True,Customcells,EV_component_manufacturing,DEU,,09-2021,,,False,,,Heilbronn,initial,True,False,announced,vehicle
BEL-02668-01512_01_00_00,24 MW/54 MWh,True,Centrica,deployment,BEL,10-2023,05-2023,,06-2024,False,,,Ostend,initial,False,False,announced,battery
DEU-00620-00024_07_01_01,,True,Akasol,EV_component_manufacturing,DEU,,,,,False,10 million EUR,,Langen,first expansion,True,False,actual,vehicle
PRT-07081-07738_01_00_00,['16 MWh'],True,Endesa Portugal,deployment,PRT,04-2022,['04-2022'],,06-2023,False,,,Alto Rabagão,initial,False,,actual,battery
ESP-07443-01118_01_00_00,3 MWh,True,Iberdrola,deployment,ESP,11-2019,11-2019,,11-2019,False,€2 million,,Caravaca de la Cruz,initial,False,False,operational,battery
DEU-00560-00080_01_03_00,,True,BMZ,cell_manufacturing,DEU,,,,,False,,,Karlstein-Großwelzheim,initial,True,False,announced,battery
GBR-00809-00114_01_04_00,,True,Britishvolt,module_assembly,GBR,,['03-2022'],,,False,,,Northumberland,initial,True,False,actual,battery
ESP-01198-00088_07_99_00,,True,Basquevolt,,ESP,,06-2022,,,False,700 million EUR,800,Vitoria-Gasteiz,initial,True,False,announced,vehicle
BEL-00830-00063_01_00_01,,True,Aurubis,recycling,BEL,,03-2022,,,False,,,Olen,first expansion,False,False,announced,battery
DEU-00419-00702_01_03_00,,True,Samsung,cell_manufacturing,DEU,,,,['NA'],False,,,['Göd'],['initial'],True,False,announced,battery
DEU-01311-00970_01_03_00,['100 MWh'],True,Cellforce,cell_manufacturing,DEU,,,,,False,,,near Stuttgart,initial,True,False,actual,battery
ITA-05465-05905_06_00_00,8.16 MW,True,Renantis,deployment,ITA,,07-2023,,,False,€8 million,,Manzano,initial,False,False,announced,solar
GBR-08094-09371_01_03_00,,True,Labour,cell_manufacturing,GBR,,['03-2023'],,,False,,,North East,initial,True,False,announced,battery
DEU-00213-00274_07_02_01,,True,Ford,battery_vehicle_assembly,DEU,,,,,False,2 billion USD,,Cologne,first expansion,True,False,actual,vehicle
ITA-01188-07436_06_00_00,,True,Gestore dei Servizi Energetici,deployment,ITA,,,,,False,,,Various locations,initial,True,False,actual,solar
DEU-06720-00702_01_05_00,,True,Samsung,recycling,DEU,,,,,False,,,Gera,initial,True,False,announced,battery
ESP-00068-01284_01_03_00,,True,Silence,cell_manufacturing,ESP,,04-2021,,06-2023,False,,,Barcelona,initial,False,False,operational,battery
BEL-01727-01594_01_00_00,['20 MWh'],True,EStor-Lux,deployment,BEL,06-2021,['12-2021'],,,False,,,Bastogne,initial,True,,actual,battery
BEL-00366-00846_01_04_00,,True,Volvo Group,module_assembly,BEL,,10-2021,,03-2020,False,75 million EUR,200,Ghent,initial,False,False,operational,battery
HUN-00523-00685_01_03_00,['30 GWh'],True,SK Group,cell_manufacturing,HUN,07-2021,01-2021,,['NA'],False,['€1.623 billion'],1900,['Iváncsa'],['initial'],False,False,actual,battery
DEU-01297-00617_01_04_00,,True,Porsche,module_assembly,DEU,,,,,False,,1200,"Zuffenhausen, Stuttgart",initial,True,False,actual,battery
AUT-00388-00900_01_01_00,,True,AVL,materials_refining,AUT,,,,,False,,,Graz,initial,True,False,announced,battery
DEU-00934-00448_01_03_00,,True,Landshut University of Applied Sciences,cell_manufacturing,DEU,,11-2021,,['NA'],False,"['888,000 EUR']",,['Ruhstorf a. d. Rott'],['initial'],True,False,announced,battery
PRT-07081-02776_03_00_00,,True,Ciel & Terre,deployment,PRT,,,,,False,,,Alto Rabagão,initial,True,False,announced,hydroelectric
AUT-00632-00803_01_00_00,,True,University of Leoben,deployment,AUT,,,,,False,,,Leoben,initial,True,False,announced,battery
ITA-00978-00399_01_03_00,45 GWh,True,Italvolt,cell_manufacturing,ITA,,02-2021,,,True,4 billion EUR,,Scarmagno,initial,False,False,actual,battery
ESP-02319-07931_06_00_00,,True,Merlin Properties,deployment,ESP,,08-2021,,,False,,,Bilbao,initial,True,False,announced,solar
GBR-00127-00020_01_03_00,['40 GWh'],True,Agratas,cell_manufacturing,GBR,,['02-2024'],,,False,,4000,Bridgwater,initial,True,False,actual,battery
LTU-07309-02881_04_01_00,,True,European Energy,green_hydrogen,LTU,,,,,False,€250 million,,Jonava,initial,True,False,announced,hydrogen
DEU-00305-00120_01_03_01,,True,CATL,cell_manufacturing,DEU,10-2019,06-2018,,,False,1.8 billion EUR,,Erfurt,first expansion,False,False,actual,battery
FRA-00274-02453_01_03_01,['13 GWh'],True,Stellantis Group,cell_manufacturing,FRA,,['04-2021'],,,False,,600,Douvrin,first expansion,True,False,actual,battery
HUN-00015-00040_01_05_00,"10,000 tonnes",True,Andrada Group,recycling,HUN,,08-2023,,,False,10 billion forints,200,Alsózsolca,initial,False,False,announced,battery
DEU-01369-00943_01_03_00,,True,BayBatt,cell_manufacturing,DEU,,,,['NA'],False,,,['Bayreuth'],['initial'],True,False,announced,battery
PRT-00318-00069_01_99_00,,True,Avesta Battery and Energy Engineering,,PRT,,03-2023,,,False,,,Figueira da Foz,initial,False,False,announced,battery
ITA-03951-02324_07_03_00,,True,Iveco,fuel_cell_vehicle_assembly,ITA,08-2022,,,04-2023,True,,,Foggia,initial,False,False,operational,vehicle
BEL-01282-00616_01_00_00,,True,Polestar,deployment,BEL,,,,,False,,,Zeebrugge,initial,True,False,announced,battery
ITA-06803-07409_01_00_00,85 MW,True,EP Produzione,deployment,ITA,,08-2024,,,False,,,Ferrara Energy Center,initial,False,False,announced,battery
DEU-00121-01007_01_03_00,,True,EAS,cell_manufacturing,DEU,,,,,False,2.2 million EUR,,Braunschweig,initial,True,False,actual,battery
DEU-10101-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,11-2020,['01-2020'],,,False,['40.91 million EUR'],,Gruenheide,initial,True,False,actual,vehicle
PRT-06958-03070_01_00_00,,True,Isigenere,contractual,PRT,05-2022,,,05-2022,False,,,Alqueva hydropower dam,initial,False,False,operational,other
BEL-09678-04171_07_00_00,,True,Perpetum Energy,deployment,BEL,07-2019,,,,False,,,Aisemont,initial,True,False,actual,vehicle
ESP-00668-00084_07_00_00,,True,BYD,deployment,ESP,,,,,False,,,Madrid,initial,True,False,announced,vehicle
BEL-09678-04171_06_00_00,20 MW,True,Perpetum Energy,deployment,BEL,08-2019,08-2019,,07-2020,False,,,Aisemont,initial,False,False,actual,solar
GBR-00129-00114_01_03_00,,True,Britishvolt,cell_manufacturing,GBR,,['07-2021'],,,False,,,Britain,initial,True,False,announced,battery
BEL-02668-06725_01_00_00,24 MW/54 MWh,True,Alfen,contractual,BEL,,,,,False,,,Ostend,initial,False,False,actual,battery
DEU-00374-00768_07_02_00,,True,Tesla,battery_vehicle_assembly,DEU,,,,,False,,,GigaBerlin,initial,True,False,actual,vehicle
DEU-01067-00261_01_03_00,,True,Farasis Energy,cell_manufacturing,DEU,,09-2018,,,False,,,Stuttgart,initial,True,False,announced,battery
ITA-06827-02081_03_00_00,,True,Enel,deployment,ITA,,,,,True,,,Bergamo,initial,False,False,operational,hydroelectric
FRA-00812-00697_01_03_00,,True,Saft,cell_manufacturing,FRA,,09-2019,,['NA'],False,,,['Nouvelle-Aquitaine'],['initial'],True,False,announced,battery
GBR-02152-06191_01_03_00,,True,Tata Motors Limited,cell_manufacturing,GBR,,,,,False,,,Bridgewater,initial,True,False,announced,battery
DEU-00265-00076_01_03_00,,True,BMW,cell_manufacturing,DEU,,,,['NA'],False,,,['Dingolfing'],['initial'],True,False,announced,battery
NOR-00336-09154_01_03_00,,True,Hreinn,cell_manufacturing,NOR,,,,['NA'],False,,,['Fredrikstad'],['initial'],True,False,announced,battery
ITA-01847-03341_01_04_00,,True,Recom,module_assembly,ITA,,,,,False,,,Padua,initial,False,False,announced,battery
PRT-07224-02557_08_00_00,,True,Endesa,deployment,PRT,,,,,False,,,"Alto Rabagão, Vila Real",initial,True,,announced,wind
PRT-04593-05008_01_00_00,,True,Exide Technologies,deployment,PRT,,['04-2019'],,,False,,,Castanheira do Ribatejo,initial,True,,announced,battery
DEU-01150-08707_08_00_00,,True,Eberhard Karls University of Tübingen,deployment,DEU,,,,,False,,,Tübingen,initial,True,False,announced,wind
