filename,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment,note
GBR-00225-01010_01_00_00,GBR,Coventry,EDF,battery,deployment,initial,,,operational,,NA,12-2023,NA,,True,False,False,False,
SWE-01338-00582_01_03_00,SWE,Nordic region,Northvolt,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
GBR-01037-00759_07_01_00,GBR,Somerset,Tata Group,vehicle,EV_component_manufacturing,initial,,,announced,,NA,NA,NA,4000,True,True,False,False,
DEU-00364-00768_07_02_00,DEU,German-French border,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ROU-00351-00069_01_03_01,ROU,Galați,Avesta Battery and Energy Engineering,battery,cell_manufacturing,first expansion,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00804-00582_01_03_00,DEU,Northern Germany,Northvolt,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ROU-00351-07310_01_03_00,ROU,Galați,ABEE,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-00119-00768_07_01_00,DEU,Brandenburg,Tesla,vehicle,EV_component_manufacturing,initial,,,actual,,07-2020,NA,NA,,True,True,False,False,
DEU-00942-00695_01_03_01,DEU,Saarland,SVOLT,battery,cell_manufacturing,first expansion,,,cancelled,,NA,NA,,,True,True,False,False,
DEU-02604-00120_07_01_00,DEU,Thüringen,CATL,vehicle,EV_component_manufacturing,initial,,,announced,,NA,NA,NA,600,True,True,False,False,
LVA-00922-00042_01_03_00,LVA,Riga,Anodox Energy Systems,battery,cell_manufacturing,initial,,,announced,,NA,12-2025,NA,300,True,False,False,False,
ROU-00351-00069_07_02_00,ROU,Galați,Avesta Battery and Energy Engineering,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,8000,True,True,False,False,
DEU-00546-00602_01_03_01,DEU,Kaiserslautern,PSA Group,battery,cell_manufacturing,first expansion,,,announced,,NA,NA,NA,2000,True,True,False,False,
BEL-01622-01420_01_00_01,BEL,Antwerp,TotalEnergies,battery,deployment,first expansion,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00244-00024_07_02_00,DEU,Darmstadt,Akasol,vehicle,battery_vehicle_assembly,initial,,,actual,,,NA,NA,,True,True,False,False,
ESP-01830-06130_07_01_00,ESP,Cuenca,Sumitomo Electric Bordnetze,vehicle,EV_component_manufacturing,initial,,,actual,,06-2024,NA,NA,350,True,False,False,False,
FRA-00770-01424_01_04_00,FRA,Nersac,ACC,battery,module_assembly,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-01111-00120_01_04_01,DEU,Thuringia,CATL,battery,module_assembly,first expansion,,,operational,,07-2019,12-2022,NA,1500,True,True,False,False,
LTU-03212-08160_06_04_00,LTU,Vilnius,Via Solis,solar,modules,initial,,,operational,,,10-2014,NA,,True,False,False,False,
HUN-00249-00521_01_03_00,HUN,Debrecen,Mercedes-Benz,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00244-00024_01_03_01,DEU,Darmstadt,Akasol,battery,cell_manufacturing,first expansion,,,actual,,,NA,NA,,True,True,False,False,
AUT-00388-01320_01_02_00,AUT,Graz,TU Graz University,battery,battery_materials,initial,,,announced,,NA,NA,NA,,True,True,False,,
GBR-01037-00759_01_04_00,GBR,Somerset,Tata Group,battery,module_assembly,initial,,,announced,,NA,NA,NA,4000,True,True,False,False,
ESP-00947-00832_07_01_01,ESP,Sagunt,Volkswagen,vehicle,EV_component_manufacturing,first expansion,,,actual,,03-2023,NA,NA,,True,True,False,False,
BEL-01210-00771_01_04_00,BEL,Walloon,Thunder Power,battery,module_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
POL-00268-00440_01_03_00,POL,Dolnośląskie,LG,battery,cell_manufacturing,initial,,,actual,,01-2019,NA,NA,700,True,True,False,False,
AUT-00388-00061_01_99_00,AUT,Graz,Audi,battery,NA,initial,,,actual,,,NA,NA,,True,True,False,,
DEU-00546-00596_01_03_01,DEU,Kaiserslautern,Opel,battery,cell_manufacturing,first expansion,,,actual,,01-2023,NA,NA,2000,True,True,False,False,
CZE-08641-08791_03_00_00,CZE,Central and Eastern Europe,Energy 21,hydroelectric,deployment,initial,,,actual,,,NA,NA,,True,True,False,False,
ESP-03486-02557_06_00_00,ESP,southern Spain,Endesa,solar,deployment,initial,,,actual,,09-2020,NA,NA,,True,True,False,,
DEU-02408-00768_07_02_00,DEU,Berlin-Brandenburg,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00558-01143_01_03_00,DEU,Karlsruhe,Karlsruhe Institute of Technology,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
NOR-01502-00540_01_03_00,NOR,Agder,Morrow Batteries,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-00766-02129_01_03_00,ESP,Navalmoral de la Mata,AESC Envision,battery,cell_manufacturing,initial,,,announced,,NA,12-2025,NA,,True,False,False,False,
SWE-01026-00582_01_04_01,SWE,Skelleftea,Northvolt,battery,module_assembly,first expansion,,,actual,,,NA,NA,,True,True,False,False,
ESP-01932-01118_01_04_00,ESP,Almaraz,Iberdrola,battery,module_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-02755-02908_06_00_00,ITA,Cuneo,FuturaSun,solar,deployment,initial,,8.84 kWp,operational,06-2021,06-2021,06-2021,NA,,True,False,False,False,
AUT-08648-08805_01_00_00,AUT,Vametco Alloys mine,Enerox Holdings Limited,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ROU-00351-00069_01_05_00,ROU,Galați,Avesta Battery and Energy Engineering,battery,recycling,initial,,,announced,,NA,NA,NA,,True,False,False,False,
GBR-00809-00114_07_01_00,GBR,Northumberland,Britishvolt,vehicle,EV_component_manufacturing,initial,,,actual,,,NA,NA,3000,True,True,False,False,
ESP-00963-00388_01_01_00,ESP,San Jose,Infinity Lithium,battery,materials_refining,initial,,,delayed,,NA,NA,NA,,True,False,False,False,
PRT-06958-01587_01_00_00,PRT,Alqueva hydropower dam,EDP,battery,deployment,initial,,,operational,,NA,05-2022,,,True,False,False,False,
BEL-01622-05820_04_00_00,BEL,Antwerp,Port of Antwerp,hydrogen,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00213-00274_01_03_00,DEU,Cologne,Ford,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-00418-00158_07_01_00,DEU,Gärtringen,Customcells,vehicle,EV_component_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00456-00158_07_01_00,DEU,Heilbronn,Customcells,vehicle,EV_component_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
BEL-02668-01512_01_00_00,BEL,Ostend,Centrica,battery,deployment,initial,,,announced,,10-2023,06-2024,NA,,True,False,False,False,
DEU-00620-00024_07_01_01,DEU,Langen,Akasol,vehicle,EV_component_manufacturing,first expansion,,,actual,,,NA,NA,,True,True,False,False,
PRT-07081-07738_01_00_00,PRT,Alto Rabagão,Endesa Portugal,battery,deployment,initial,,,actual,,04-2022,06-2023,NA,,True,False,False,,
ESP-07443-01118_01_00_00,ESP,Caravaca de la Cruz,Iberdrola,battery,deployment,initial,,,operational,,,11-2019,NA,,True,False,False,False,
DEU-00560-00080_01_03_00,DEU,Karlstein-Großwelzheim,BMZ,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
GBR-00809-00114_01_04_00,GBR,Northumberland,Britishvolt,battery,module_assembly,initial,,,actual,,,NA,NA,,True,True,False,False,
ESP-01198-00088_07_99_00,ESP,Vitoria-Gasteiz,Basquevolt,vehicle,NA,initial,,,announced,,NA,NA,NA,800,True,True,False,False,
BEL-00830-00063_01_00_01,BEL,Olen,Aurubis,battery,recycling,first expansion,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-01311-00970_01_03_00,DEU,near Stuttgart,Cellforce,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
ITA-05465-05905_06_00_00,ITA,Manzano,Renantis,solar,deployment,initial,€8 million,8.16 MW,announced,07-2023,NA,NA,NA,-,True,False,False,False,
GBR-08094-09371_01_03_00,GBR,North East,Labour,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00213-00274_07_02_01,DEU,Cologne,Ford,vehicle,battery_vehicle_assembly,first expansion,,,actual,,,NA,NA,,True,True,False,False,
ITA-01188-07436_06_00_00,ITA,Various locations,Gestore dei Servizi Energetici,solar,deployment,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-06720-00702_01_05_00,DEU,Gera,Samsung,battery,recycling,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-00068-01284_01_03_00,ESP,Barcelona,Silence,battery,cell_manufacturing,initial,,,operational,,,06-2023,NA,,True,False,False,False,
BEL-01727-01594_01_00_00,BEL,Bastogne,EStor-Lux,battery,deployment,initial,,,actual,,06-2021,NA,NA,,True,True,False,,
BEL-00366-00846_01_04_00,BEL,Ghent,Volvo Group,battery,module_assembly,initial,,,operational,,,03-2020,NA,,True,False,False,False,
DEU-01297-00617_01_04_00,DEU,"Zuffenhausen, Stuttgart",Porsche,battery,module_assembly,initial,,,actual,,,NA,NA,1200,True,True,False,False,
AUT-00388-00900_01_01_00,AUT,Graz,AVL,battery,materials_refining,initial,,,announced,,NA,NA,NA,,True,True,False,False,
PRT-07081-02776_03_00_00,PRT,Alto Rabagão,Ciel & Terre,hydroelectric,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
AUT-00632-00803_01_00_00,AUT,Leoben,University of Leoben,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-00978-00399_01_03_00,ITA,Scarmagno,Italvolt,battery,cell_manufacturing,initial,4 billion EUR,45 GWh,actual,02-2021,-,NA,NA,-,True,False,True,False,
ESP-02319-07931_06_00_00,ESP,Bilbao,Merlin Properties,solar,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
GBR-00127-00020_01_03_00,GBR,Bridgwater,Agratas,battery,cell_manufacturing,initial,,,actual,,,NA,NA,4000,True,True,False,False,
LTU-07309-02881_04_01_00,LTU,Jonava,European Energy,hydrogen,green_hydrogen,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00305-00120_01_03_01,DEU,Erfurt,CATL,battery,cell_manufacturing,first expansion,,,actual,,,,,,True,False,False,False,
FRA-00274-02453_01_03_01,FRA,Douvrin,Stellantis Group,battery,cell_manufacturing,first expansion,,,actual,,,NA,NA,600,True,True,False,False,
HUN-00015-00040_01_05_00,HUN,Alsózsolca,Andrada Group,battery,recycling,initial,,,announced,,NA,NA,NA,200,True,False,False,False,
PRT-00318-00069_01_99_00,PRT,Figueira da Foz,Avesta Battery and Energy Engineering,battery,NA,initial,,,announced,,NA,NA,NA,,True,False,False,False,
ITA-03951-02324_07_03_00,ITA,Foggia,Iveco,vehicle,fuel_cell_vehicle_assembly,initial,,,operational,,08-2022,04-2023,NA,,True,False,True,False,
BEL-01282-00616_01_00_00,BEL,Zeebrugge,Polestar,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-06803-07409_01_00_00,ITA,Ferrara Energy Center,EP Produzione,battery,deployment,initial,,85 MW,announced,08-2024,NA,NA,NA,,True,False,False,False,
DEU-00121-01007_01_03_00,DEU,Braunschweig,EAS,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-10101-00768_07_02_00,DEU,Gruenheide,Tesla,vehicle,battery_vehicle_assembly,initial,,,actual,,11-2020,NA,NA,,True,True,False,False,
PRT-06958-03070_01_00_00,PRT,Alqueva hydropower dam,Isigenere,other,contractual,initial,,,operational,,05-2022,05-2022,NA,,True,False,False,False,
BEL-09678-04171_07_00_00,BEL,Aisemont,Perpetum Energy,vehicle,deployment,initial,,,actual,,07-2019,NA,NA,,True,True,False,False,
ESP-00668-00084_07_00_00,ESP,Madrid,BYD,vehicle,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
BEL-09678-04171_06_00_00,BEL,Aisemont,Perpetum Energy,solar,deployment,initial,,,actual,,08-2019,07-2020,NA,,True,False,False,False,
GBR-00129-00114_01_03_00,GBR,Britain,Britishvolt,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
BEL-02668-06725_01_00_00,BEL,Ostend,Alfen,battery,contractual,initial,,,actual,,,NA,NA,,True,False,False,False,
DEU-00374-00768_07_02_00,DEU,GigaBerlin,Tesla,vehicle,battery_vehicle_assembly,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-01067-00261_01_03_00,DEU,Stuttgart,Farasis Energy,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-06827-02081_03_00_00,ITA,Bergamo,Enel,hydroelectric,deployment,initial,,,operational,-,NA,NA,NA,,True,False,True,False,
GBR-02152-06191_01_03_00,GBR,Bridgewater,Tata Motors Limited,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-01847-03341_01_04_00,ITA,Padua,Recom,battery,module_assembly,initial,,,announced,,,NA,NA,,True,False,False,False,
PRT-07224-02557_08_00_00,PRT,"Alto Rabagão, Vila Real",Endesa,wind,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,,
PRT-04593-05008_01_00_00,PRT,Castanheira do Ribatejo,Exide Technologies,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,,
DEU-01150-08707_08_00_00,DEU,Tübingen,Eberhard Karls University of Tübingen,wind,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-05630-02557_06_00_00,ESP,Southern Spain,Endesa,solar,deployment,initial,,,actual,,,NA,NA,,True,True,False,,
ESP-00068-07931_06_00_00,ESP,Barcelona,Merlin Properties,solar,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00094-00832_01_03_00,DEU,Berlin,Volkswagen,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-06625-00832_01_03_00,ESP,Sagunto,Volkswagen,battery,cell_manufacturing,initial,,,actual,,03-2023,NA,NA,3000,True,True,False,,
ESP-00766-00228_01_03_00,ESP,Navalmoral de la Mata,Envision AESC,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-01490-01620_01_00_00,ITA,Sardinia,Energy Dome,battery,deployment,initial,,,actual,,12-2023,NA,NA,,True,False,False,False,
GBR-01707-00114_01_03_00,GBR,Cambois,Britishvolt,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
PRT-04593-01587_06_00_00,PRT,Castanheira do Ribatejo,EDP,solar,deployment,initial,,,announced,,NA,NA,NA,,True,False,False,False,
ITA-03732-07384_01_01_00,ITA,Lazio,Altamin,battery,materials_refining,initial,,,intended,,NA,NA,NA,,True,False,False,False,
AUT-00138-03692_04_01_00,AUT,Brussels,Verbund AG,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,TEST-VALUE,True,False,False,False,
ITA-06735-07363_01_03_00,ITA,Veneto,Pylon Technologies,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,,
DEU-06391-00391_01_04_00,DEU,Middle Europe,InoBat Auto,battery,module_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00546-01420_01_03_00,DEU,Kaiserslautern,TotalEnergies,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,2000,True,True,False,False,
DEU-00369-00768_01_03_00,DEU,Giga Berlin,Tesla,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
SWE-01999-00582_01_03_00,SWE,Nordic countries,Northvolt,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-00878-00323_01_05_00,ITA,Portovesme,Glencore,battery,recycling,initial,,,announced,,NA,NA,NA,,True,True,False,,
ESP-06681-01118_01_00_00,ESP,Núñez de Balboa,Iberdrola,battery,deployment,initial,,,actual,,05-2019,NA,NA,,True,True,False,False,
ITA-06820-04901_01_00_00,ITA,Altomonte,Edison,battery,deployment,initial,,500 kW/822 kWh,operational,,,11-2018,NA,,True,False,True,False,
DEU-01150-00970_07_01_00,DEU,Tübingen,Cellforce,vehicle,EV_component_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-00166-00771_07_02_00,ESP,Catalonia,Thunder Power,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,False,False,False,
ITA-05632-02453_07_02_00,ITA,Cassino,Stellantis Group,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-00037-00120_01_04_01,DEU,Arnstadt,CATL,battery,module_assembly,first expansion,,,actual,,04-2022,NA,NA,,True,True,False,False,
CZE-00291-00832_01_03_00,CZE,Eastern Europe,Volkswagen,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-04511-10497_01_03_00,ITA,Sant'Angelo di Piove di Sacco,Pylon LifeEU,battery,cell_manufacturing,initial,,,announced,,NA,12-2023,NA,,True,False,False,False,
DEU-00626-00768_01_03_00,DEU,Lausitz,Tesla,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-00681-00266_01_04_00,ITA,Maranello,Ferrari,battery,module_assembly,initial,-,-,announced,06-2022,NA,NA,NA,-,True,False,False,False,
FRA-00135-01424_01_03_00,FRA,Bruges,ACC,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
FRA-00396-00824_07_01_00,FRA,Grenoble,Verkor,vehicle,EV_component_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
ESP-07429-01118_01_00_00,ESP,"Almaraz, Extremadura",Iberdrola,battery,deployment,initial,,,operational,,,,NA,,True,True,False,,
DEU-00620-00024_07_01_02,DEU,Langen,Akasol,vehicle,EV_component_manufacturing,second expansion,,,actual,,,NA,NA,,True,True,False,False,
GBR-00127-00759_01_03_01,GBR,Bridgwater,Tata Group,battery,cell_manufacturing,first expansion,,,actual,,,NA,NA,,True,True,False,False,
BEL-00366-10125_08_00_00,BEL,Ghent,Storm,wind,deployment,initial,,,actual,,07-2021,NA,NA,,True,False,False,False,
ITA-00878-10496_01_05_01,ITA,Portovesme,Glencore Li-Cycle,battery,recycling,first expansion,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-01150-00617_01_03_01,DEU,Tübingen,Porsche,battery,cell_manufacturing,first expansion,,,actual,,,NA,NA,,True,True,False,False,
DEU-00094-00768_01_03_00,DEU,Berlin,Tesla,battery,cell_manufacturing,initial,,,actual,,01-2020,NA,NA,,True,True,False,False,
DEU-01150-08707_03_00_00,DEU,Tübingen,Eberhard Karls University of Tübingen,hydroelectric,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00001-00159_01_05_01,DEU,Aachen,Cylib,battery,recycling,first expansion,,,actual,,,,NA,,True,False,False,False,
HUN-00249-00120_01_04_01,HUN,Debrecen,CATL,battery,module_assembly,first expansion,,,actual,,12-2022,NA,NA,,True,True,False,False,
DEU-10293-02065_01_03_00,DEU,InnovationHub,sonnen,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
LTU-03212-03514_06_04_01,LTU,Vilnius,Solitek,solar,modules,first expansion,,,actual,,02-2019,01-2020,NA,,True,False,False,False,
DEU-00094-00582_01_03_00,DEU,Berlin,Northvolt,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-00001-00120_01_03_00,DEU,Aachen,CATL,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-01705-01480_01_00_00,ITA,Tuscany,Brenmiller Energy,battery,deployment,initial,,,operational,,,10-2022,NA,,True,False,True,False,
ITA-01847-03341_06_03_00,ITA,Padua,Recom,solar,cell,initial,,,actual,,,NA,NA,,True,True,False,False,
LTU-07310-02881_04_01_00,LTU,Skuodas,European Energy,hydrogen,green_hydrogen,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00375-00768_01_03_00,DEU,Gigafactory,Tesla,battery,cell_manufacturing,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-00755-00120_01_04_00,DEU,Munich,CATL,battery,module_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-10230-00832_01_03_00,DEU,near Wolfsburg,Volkswagen,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
BEL-00830-00654_01_00_00,BEL,Olen,Renault Group,battery,deployment,initial,,,announced,,NA,NA,NA,,True,False,False,False,
ITA-00878-00323_01_05_01,ITA,Portovesme,Glencore,battery,recycling,first expansion,,,announced,,NA,NA,NA,,True,True,False,,
DEU-00546-02453_01_03_00,DEU,Kaiserslautern,Stellantis Group,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00107-00261_01_03_00,DEU,Bitterfeld,Farasis Energy,battery,cell_manufacturing,initial,,,cancelled,,NA,NA,01-2022,,True,False,False,True,
ITA-03951-02324_07_05_00,ITA,Foggia,Iveco,vehicle,ICE_vehicle_production,initial,,,operational,,,,NA,,True,False,False,False,
BEL-00366-00768_07_02_00,BEL,Ghent,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-00713-00650_01_05_00,ITA,Milan,Reefilla,battery,recycling,initial,-,-,announced,07-2023,NA,NA,NA,-,True,False,False,False,
ESP-02233-02075_07_00_00,ESP,Galicia,Carburos Metálicos,vehicle,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
BEL-01622-00615_04_04_00,BEL,Antwerp,Plug Power,hydrogen,electrolysers,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00626-00768_07_02_00,DEU,Lausitz,Tesla,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00037-00120_01_04_00,DEU,Arnstadt,CATL,battery,module_assembly,initial,,,actual,,10-2019,NA,NA,,True,True,False,False,
ESP-07711-08029_07_00_00,ESP,Canfranc,Renfe,vehicle,deployment,initial,,,actual,,,NA,NA,,True,True,False,False,
DEU-00369-00768_07_02_00,DEU,Giga Berlin,Tesla,vehicle,battery_vehicle_assembly,initial,,,actual,,,NA,NA,,True,True,False,False,
SWE-08655-08808_01_03_00,SWE,northern Sweden,Enerpoly,battery,cell_manufacturing,initial,,,actual,,06-2023,NA,NA,,True,True,False,False,
ESP-00767-00367_01_04_00,ESP,Navarra,Hyundai,battery,module_assembly,initial,,,actual,,04-2024,NA,NA,,True,False,True,False,
PRT-00998-00315_01_01_00,PRT,Setúbal,Galp,battery,materials_refining,initial,,,cancelled,,NA,NA,02-2024,,True,False,False,False,
FRA-00274-00165_01_03_00,FRA,Douvrin,DS Automobiles,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-01584-01357_01_03_00,DEU,Duisburg,University of Duisburg-Essen,battery,cell_manufacturing,initial,,,actual,,12-2022,NA,NA,,True,True,False,False,
GBR-01233-08859_01_03_00,GBR,Western Europe,Eurocell,battery,cell_manufacturing,initial,,,actual,,02-2022,NA,NA,,True,True,False,False,
ESP-04218-08033_01_00_00,ESP,Cádiz,Rolwind Renovables,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,,
DEU-00456-00617_01_03_00,DEU,Heilbronn,Porsche,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
GBR-00127-00759_01_03_00,GBR,Bridgwater,Tata Group,battery,cell_manufacturing,initial,,,announced,,NA,06-2026,NA,,True,False,False,False,
ESP-02405-00716_01_00_00,ESP,Motril,Siemens,battery,deployment,initial,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-00418-00617_01_03_00,DEU,Gärtringen,Porsche,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00001-00120_07_02_00,DEU,Aachen,CATL,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ITA-00878-10496_01_05_00,ITA,Portovesme,Glencore Li-Cycle,battery,recycling,initial,,,actual,,10-2023,NA,NA,,True,False,False,False,
AUT-01313-00434_01_04_00,AUT,northern Austria,Kreisel Electric,battery,module_assembly,initial,,,actual,,03-2016,03-2017,NA,,True,False,True,False,
DEU-01150-00617_01_03_00,DEU,Tübingen,Porsche,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
PRT-02780-02557_01_00_00,PRT,Lisbon,Endesa,battery,deployment,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00001-00159_01_05_00,DEU,Aachen,Cylib,battery,recycling,initial,,,actual,,10-2022,09-2023,NA,,True,False,False,False,
BEL-01727-01512_01_00_00,BEL,Bastogne,Centrica,battery,deployment,initial,,,actual,,NA,07-2021,NA,,True,False,False,False,
ESP-03086-03295_01_02_00,ESP,Badajoz,Phi4tech,battery,battery_materials,initial,,,announced,,NA,NA,NA,,True,True,False,False,
HUN-00249-00120_01_04_00,HUN,Debrecen,CATL,battery,module_assembly,initial,,,actual,,12-2022,10-2024,NA,,True,False,False,True,
LTU-03212-03514_06_04_00,LTU,Vilnius,Solitek,solar,modules,initial,,,actual,,,01-2013,NA,,True,False,False,False,
LTU-07524-06594_04_01_00,LTU,Mazeikiai,Orlen Group,hydrogen,green_hydrogen,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00094-00768_07_02_00,DEU,Berlin,Tesla,vehicle,battery_vehicle_assembly,initial,,,actual,,01-2020,NA,NA,,True,True,False,False,
ITA-01352-02453_01_03_00,ITA,Termoli,Stellantis Group,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
HUN-00249-00239_07_01_00,HUN,Debrecen,Eve Energy,vehicle,EV_component_manufacturing,initial,,,actual,,10-2023,NA,NA,,True,True,False,False,
ITA-00978-00399_01_03_01,ITA,Scarmagno,Italvolt,battery,cell_manufacturing,first expansion,,,announced,02-2021,NA,NA,NA,,True,False,False,False,
DEU-00942-10169_01_03_00,DEU,Saarland,Svolt Energy Technology,battery,cell_manufacturing,initial,,,announced,,NA,NA,NA,,True,True,False,False,
ESP-00068-00084_07_00_00,ESP,Barcelona,BYD,vehicle,retail,initial,,,announced,,NA,NA,NA,,True,True,False,False,
AUT-00388-01319_01_02_00,AUT,Graz,TU Graz,battery,battery_materials,initial,,,announced,,NA,NA,NA,,True,True,False,False,
DEU-00305-00120_01_03_00,DEU,Erfurt,CATL,battery,cell_manufacturing,initial,,,operational,,10-2019,12-2022,NA,225,True,False,False,False,
BEL-01827-01626_01_00_00,BEL,Drogenbos,Engie,battery,deployment,initial,,,announced,,NA,NA,NA,,True,False,False,False,
DEU-10101-00768_01_03_00,DEU,Gruenheide,Tesla,battery,cell_manufacturing,initial,,,actual,,11-2020,NA,NA,,True,True,False,False,
ITA-01545-01285_07_02_00,ITA,Emilia-Romagna,Silk EV,vehicle,battery_vehicle_assembly,initial,,,announced,,NA,NA,NA,,True,False,True,False,
FRA-00274-02453_01_03_00,FRA,Douvrin,Stellantis Group,battery,cell_manufacturing,initial,,,actual,,04-2021,NA,NA,600,True,True,False,False,
ITA-06728-01255_01_00_00,ITA,Marsala,Recurrent Energy,battery,deployment,initial,,,actual,,,NA,NA,,True,True,False,False,
